death times,Breed,events
8.558521561,American Bull Dog Cross Sbt (Crossbreed),1
8.027264431,American Bull Terrier,1
9.872575861,American Bull Terrier,1
2.017681953,American Bull Terrier,1
13.76317591,American Bull Terrier Cross (Crossbreed),1
12.50091262,American Bull Terrier Cross (Crossbreed),1
14.5433493,American Bull Terrier Cross (Crossbreed),1
10.42014602,American Bull Terrier Cross (Crossbreed),1
12.91991786,American Bull Terrier Cross (Crossbreed),1
6.776180698,American Bulldog,1
11.23613963,American Bulldog,1
10.58441707,American Bulldog,1
1.423568332,American Bulldog,1
1.505703856,American Bulldog,1
1.596167009,American Bulldog,1
1.678188455,American Bulldog,1
1.779488935,American Bulldog,1
2.192904403,American Bulldog,1
2.28599133,American Bulldog,1
2.505019393,American Bulldog,1
2.784280173,American Bulldog,1
3.186744239,American Bulldog,1
3.383869496,American Bulldog,1
4.320328542,American Bulldog,1
4.533766826,American Bulldog,1
4.563997262,American Bulldog,1
4.689824321,American Bulldog,1
4.851471595,American Bulldog,1
5.335957107,American Bulldog,1
6.25039927,American Bulldog,1
6.368240931,American Bulldog,1
6.417408168,American Bulldog,1
7.498859229,American Bulldog,1
8.424366872,American Bulldog,1
8.574834588,American Bulldog,1
7.936915355,American Bulldog,1
10.36812685,American Bulldog,1
3.717887292,American Bulldog,1
7.241501255,American Bulldog,1
7.315423226,American Bulldog,1
14.39824321,American Bulldog,1
10.61179557,American Bulldog,1
6.198494182,American Bulldog,1
9.76306183,American Bulldog,1
3.088181611,American Bulldog,1
8.457107004,American Bulldog,1
9.004677162,American Bulldog,1
9.62616929,American Bulldog,1
13.99863107,American Bulldog,1
15.49623546,American Bulldog,1
13.46189824,American Bulldog,1
10.16563997,American Bulldog,1
1.429158111,American Bulldog,1
4.435318275,American Bulldog,1
4.51186402,American Bulldog,1
7.000570386,American Bulldog,1
7.8275154,American Bulldog,1
8.306525211,American Bulldog,1
8.68708647,American Bulldog,1
8.708989277,American Bulldog,1
9.658909423,American Bulldog,1
9.743896874,American Bulldog,1
10.97045403,American Bulldog,1
11.12103582,American Bulldog,1
11.15925165,American Bulldog,1
11.4002966,American Bulldog,1
11.51540041,American Bulldog,1
11.61932466,American Bulldog,1
12.70362765,American Bulldog,1
12.84040611,American Bulldog,1
13.22370522,American Bulldog,1
14.40919462,American Bulldog,1
0.405087839,American Bulldog,1
6.921172713,American Bulldog,1
8.216290212,American Bulldog,1
9.511293634,American Bulldog,1
7.649441022,American Bulldog,1
1.675450605,American Bulldog,1
8.752794889,American Bulldog,1
10.49691992,American Bulldog,1
9.87816564,American Bulldog,1
10.99235683,American Bulldog,1
7.999885923,American Bulldog,1
12.59958932,American Bulldog,1
5.117043121,American Bulldog,1
3.389345197,American Bulldog,1
10.06433949,American Bulldog,1
3.687770933,American Bulldog,1
9.746634725,American Bulldog,1
8.824093087,American Bulldog,1
13.08133698,American Bulldog,1
7.975359343,American Bulldog,1
9.393451974,American Bulldog,1
6.554414784,American Bulldog,1
10.37371663,American Bulldog,1
11.7507415,American Bulldog,1
9.859000684,American Bulldog,1
0.194273329,American Bulldog,1
14.3434862,American Bulldog,1
9.683664157,American Bulldog,1
8.010837326,American Bulldog,1
11.89322382,American Bulldog,1
1.697467488,American Bulldog,1
6.461327858,American Bulldog,1
9.475587497,American Bulldog,1
10.42562172,American Bulldog,1
0.498174766,American Bulldog,1
7.321013005,American Bulldog,1
5.401779603,American Bulldog,1
9.382614648,American Bulldog,1
11.80549852,American Bulldog,1
8.306525211,American Bulldog,1
9.932922656,American Bulldog,1
11.06354095,American Bulldog,1
6.201461138,American Bulldog,1
10.7103582,American Bulldog,1
5.3908282,American Bulldog,1
10.49680584,American Bulldog,1
0.728154232,American Bulldog X,1
2.001254848,American Bulldog X,1
4.514601871,American Bulldog X,1
5.002053388,American Bulldog X,1
5.642596395,American Bulldog X,1
7.000570386,American Bulldog X,1
7.827401323,American Bulldog X,1
9.437257586,American Bulldog X,1
2.212069359,American Bulldog X,1
15.00057039,American Bulldog X,1
11.11728097,American Bulldog X,1
2.316221766,American Bulldog X,1
10.82692131,American Bulldog X,1
12.90896646,American Bulldog X,1
1.976728268,American Bulldog X,1
2.480492813,American Bulldog X,1
0.752908966,American Bulldog X,1
4.440793977,American Bulldog X,1
5.984827744,American Bulldog X,1
8.960985626,American Bulldog X,1
9.73853525,American Bulldog X,1
14.67750399,American Bulldog X,1
5.98220397,American Bulldog X,1
6.743326489,American Bulldog X,1
8.427104723,American Bulldog X,1
15.44969199,American Bulldog X,1
14.7158339,American Bulldog X,1
2.00673055,American Bulldog X,1
12.09034908,American Bulldog X,1
5.861738535,american bulldog X staffie,1
6.64476386,american bulldog X staffie,1
5.492014602,American Foxhound,1
8.555669633,American Mastiff,1
12.29295003,American Mastiff Cross (Crossbreed),1
11.00068446,American Mastiff Cross (Crossbreed),1
12.32580424,American Mastiff Cross (Crossbreed),1
12.47627196,American Mastiff Cross (Crossbreed),1
11.38672142,American Mastiff Cross (Crossbreed),1
11.54266484,American Mastiff Cross (Crossbreed),1
11.80549852,American Mastiff Cross (Crossbreed),1
11.02521104,American Staffordshire Terrier,1
9.251688373,American Staffordshire Terrier,1
13.89459274,American Staffordshire Terrier,1
2.436573123,American Staffordshire Terrier,1
12.22724162,American Staffordshire Terrier,1
5.785078713,American Staffordshire Terrier X,1
10.66107689,American Staffordshire Terrier X,1
7.15389003,American Staffordshire Terrier X,1
8.40782569,American Staffordshire Terrier X,1
11.27720739,American Staffordshire Terrier X,1
8.911704312,American/British Bull Dog,1
10.00125485,Anatolian Karabash,1
13.34417066,Anatolian Karabash,1
0.583048141,Anatolian Shepherd,1
6.757015743,Anatolian Shepherd,1
10.19301848,Australian Cattle Dog,1
13.42630618,Australian Cattle Dog,1
14.51882272,Australian Cattle Dog,1
17.00467716,Australian Cattle Dog,1
8.999315537,Australian Cattle Dog,1
12.74184349,Australian Cattle Dog,1
15.91786448,Australian Kelpie,1
15.45790554,Australian Kelpie,1
4.648756559,Australian Mini Labradoodle,1
12.01083733,Australian Shepherd,1
14.05612594,Australian Shepherd,1
15.27983117,Australian Shepherd,1
15.42231348,Australian Shepherd,1
12.60232717,Australian Shepherd,1
9.407141227,Australian Shepherd,1
16.83219256,Australian Terrier,1
15.70978782,Australian Terrier,1
15.73169062,Australian Terrier,1
13.00205339,Australian Terrier,1
15.07460643,Basenji Cross (Crossbreed),1
12.10392425,Basset / Daschund Cross (Crossbreed),1
4.468058407,Basset Fauve De Bretagne,1
14.8664157,Basset Fauve De Bretagne,1
11.91501255,Basset Fauve De Bretagne,1
8.134040611,Basset Griffon Vendeen,1
14.65833904,Basset Griffon Vendeen Grand,1
10.60358202,Basset Griffon Vendeen Grand,1
13.00193931,Basset Griffon Vendeen Grand,1
10.60084417,Basset Griffon Vendeen Grand,1
15.42208533,Basset Griffon Vendeen Grand,1
12.4516313,Basset Hound,1
2.138147388,Basset Hound,1
7.865845311,Basset Hound,1
9.056810404,Basset Hound,1
9.388090349,Basset Hound,1
13.41820671,Basset Hound,1
14.65012548,Basset Hound,1
13.07859913,Basset Hound,1
8.489961214,Basset Hound,1
9.00752909,Basset Hound,1
10.05612594,Basset Hound,1
10.21492129,Basset Hound,1
10.83367556,Basset Hound,1
11.86573123,Basset Hound,1
11.95060461,Basset Hound,1
14.0039927,Basset Hound,1
12.03000228,Basset Hound,1
13.02657997,Basset Hound,1
14.49680584,Basset Hound,1
11.2113849,Basset Hound,1
2.592744695,Basset Hound,1
7.405772302,Basset Hound,1
8.889801506,Basset Hound,1
9.596052932,Basset Hound,1
9.793178188,Basset Hound,1
11.78370979,Basset Hound,1
12.7253023,Basset Hound,1
13.24560803,Basset Hound,1
13.27024869,Basset Hound,1
12.70625143,Basset Hound,1
13.43737166,Basset Hound,1
9.582363678,Basset Hound,1
15.09103354,Basset Hound,1
6.047912389,Basset Hound,1
9.590691307,Basset Hound,1
10.72142368,Basset Hound,1
13.93828428,Basset Hound,1
14.14373717,Basset Hound,1
9.577002053,Basset Hound,1
7.304471823,Basset Hound,1
9.678188455,Basset Hound,1
8,Basset Hound,1
11.35112936,Basset Hound,1
11.66039243,Basset Hound,1
9.023842117,Basset Hound,1
11.84109058,Basset Hound,1
8.804814054,Basset Hound,1
13.045859,Basset Hound,1
9.174423911,Basset Hound,1
11.26887976,Basset Hound,1
13.51676934,Basset Hound,1
11.35934292,Basset Hound,1
11.94524298,Basset Hound,1
12.64875656,Basset Hound,1
15.4934976,Basset Hound,1
12.30937714,Basset Hound,1
7.791809263,Basset Hound,1
10.07243897,Basset Hound,1
13.34690851,Basset Hound,1
6.099817477,Basset Hound,1
12,Basset Hound,1
8.112137805,Basset Hound,1
9.067761807,Basset Hound,1
10.43109742,Basset Hound,1
8.019164956,Basset Hound Cross (Crossbreed),1
14.80618298,Basset Hound,1
4.161533196,Basset Hound,1
11.98619667,Basset Hound,1
12.85135752,Basset Hound,1
12.9581337,Basset Hound,1
1.434633812,Basset Hound,1
9.563312799,Basset Hound,1
9.319530002,Basset Hound,1
11.29078257,Basset Hound,1
10.97045403,Beagle,1
10.08886607,Beagle,1
8.0957107,Beagle,1
12.50102669,Beagle,1
11.43041296,Beagle,1
0.640543007,Beagle,1
2.913073238,Beagle,1
4.511978097,Beagle,1
4.665183664,Beagle,1
5.240132329,Beagle,1
9.048482774,Beagle,1
10.99794661,Beagle,1
11.62765229,Beagle,1
5.661761351,Beagle,1
9.431895962,Beagle,1
11.53182752,Beagle,1
13.58795346,Beagle,1
9.538672142,Beagle,1
10.19564225,Beagle,1
17.00467716,Beagle,1
8.884325804,Beagle,1
15.48528405,Beagle,1
13.07859913,Beagle,1
14.03410906,Beagle,1
12.36960986,Beagle,1
13.16894821,Beagle,1
13.76043806,Beagle,1
9.686402008,Beagle,1
10.02589551,Beagle,1
12.8678987,Beagle,1
14.23408624,Beagle,1
2.584417066,Beagle,1
6.704882501,Beagle,1
8.249030345,Beagle,1
10.00684463,Beagle,1
10.83367556,Beagle,1
10.90200776,Beagle,1
12.18879763,Beagle,1
12.42984257,Beagle,1
12.55578371,Beagle,1
13.00193931,Beagle,1
13.06502396,Beagle,1
13.22644308,Beagle,1
13.66461328,Beagle,1
13.75496235,Beagle,1
11.64944102,Beagle,1
13.00752909,Beagle,1
14.75019057,Beagle,1
0.131302761,Beagle,1
0.180584075,Beagle,1
1.35523614,Beagle,1
1.713894593,Beagle,1
2.428359571,Beagle,1
3.709673739,Beagle,1
3.999885923,Beagle,1
4.908852384,Beagle,1
7.446954141,Beagle,1
7.734428474,Beagle,1
8.752794889,Beagle,1
8.799338353,Beagle,1
9.292151494,Beagle,1
9.642710472,Beagle,1
10.0204198,Beagle,1
10.47216518,Beagle,1
11.00330824,Beagle,1
11.08544376,Beagle,1
11.93691535,Beagle,1
12.22165184,Beagle,1
12.83766826,Beagle,1
13.03479352,Beagle,1
13.21822952,Beagle,1
13.80139174,Beagle,1
13.82888433,Beagle,1
14.27241615,Beagle,1
14.81451061,Beagle,1
17.53308236,Beagle,1
0.585900068,Beagle,1
5.073123431,Beagle,1
12.01357518,Beagle,1
10.56798996,Beagle,1
11.5727812,Beagle,1
16.21902806,Beagle,1
9.743896874,Beagle,1
10.92402464,Beagle,1
13.02121834,Beagle,1
9.273100616,Beagle,1
11.56741958,Beagle,1
6.45847593,Beagle,1
11.54266484,Beagle,1
14.07517682,Beagle,1
9.790440338,Beagle,1
12.15046772,Beagle,1
11.5020518,Beagle,1
3.808350445,Beagle,1
12.3613963,Beagle,1
13.33048141,Beagle,1
13.97935204,Beagle,1
0.183436003,Beagle,1
11.08544376,Beagle,1
8.479123888,Beagle,1
10.10814511,Beagle,1
7.079968058,Beagle,1
12.58578599,Beagle,1
14.0039927,Beagle,1
8.547570157,Beagle,1
4.005361624,Beagle,1
4.049167237,Beagle,1
4.761008442,Beagle,1
6.28599133,Beagle,1
6.483230664,Beagle,1
10.66119097,Beagle,1
12.5338809,Beagle,1
14.28599133,Beagle,1
8.958247775,Beagle,1
8.99920146,Beagle,1
11.44410221,Beagle,1
11.50159708,Beagle,1
11.55909195,Beagle,1
6.56251426,Beagle,1
12.84314397,Beagle,1
8.484599589,Beagle,1
15.80276067,Beagle,1
7.266141912,Beagle,1
10.71594798,Beagle,1
13.724846,Beagle,1
13.87682628,Beagle,1
7.246976956,Beagle,1
7.000570386,Beagle,1
5.858886607,Beagle,1
11.88227242,Beagle,1
10.4257358,Beagle,1
4.002623774,Beagle,1
6.7816564,Beagle,1
7.876796715,Beagle,1
11.93155373,Beagle,1
12.64065708,Beagle,1
12.97182295,Beagle,1
13.00193931,Beagle,1
13.41820671,Beagle,1
13.57141227,Beagle,1
15.98619667,Beagle,1
3.731576546,Beagle,1
12.31211499,Beagle,1
12.74469541,Beagle,1
2.800821355,Beagle,1
3.397672827,Beagle,1
11.54814054,Beagle,1
1.713780516,Beagle,1
3.934291581,Beagle,1
7.449577915,Beagle,1
8.344855122,Beagle,1
8.769221994,Beagle,1
9.177161761,Beagle,1
10.7048825,Beagle,1
12.46269678,Beagle,1
15.10472279,Beagle,1
11.86025553,Beagle,1
2.540611453,Beagle,1
11.7397901,Beagle,1
2.173739448,Beagle,1
14.22028291,Beagle,1
9.27572439,Beagle,1
11.99988592,Beagle,1
9.196440794,Beagle,1
10.01768195,Beagle,1
6.001254848,Beagle,1
6.962354552,Beagle,1
15.30173397,Beagle,1
10.90474561,Beagle,1
0.333903719,Beagle Cross (Crossbreed),1
9.297741273,Beagle Cross (Crossbreed),1
13.99315537,Beagle Cross (Crossbreed),1
14.89390828,Beagle Cross (Crossbreed),1
15.40588638,Beagle Cross (Crossbreed),1
8.747433265,Beagle Cross (Crossbreed),1
9.171800137,Beagle Cross (Crossbreed),1
14.29968058,Beagle Cross (Crossbreed),1
14.92938627,Beagle Cross (Crossbreed),1
15.44684006,Beagle Cross (Crossbreed),1
15.63575177,Beagle Cross (Crossbreed),1
16.1889117,Beagle Cross (Crossbreed),1
16.30104951,Beagle Cross (Crossbreed),1
16.58852384,Beagle Cross (Crossbreed),1
9.683664157,Beagle Cross (Crossbreed),1
9.407255305,Beagle Cross (Crossbreed),1
16.01905088,Beagle Cross (Crossbreed),1
2.280515629,Beagle Cross (Crossbreed),1
8.980036505,Beagle Cross (Crossbreed),1
16.32580424,Beagle Cross (Crossbreed),1
14.26408852,Beagle Cross (Crossbreed),1
7.95334246,Bearded Collie,1
14.1764773,Bearded Collie,1
14.22587269,Bearded Collie,1
14.72130961,Bearded Collie,1
11.55646817,Bearded Collie,1
12.1889117,Bearded Collie,1
13.76865161,Bearded Collie,1
12.15605749,Bearded Collie,1
14.00125485,Bearded Collie,1
15.17043121,Bearded Collie,1
14.23123431,Bearded Collie,1
13.33595711,Bearded Collie,1
9.41535478,Bearded Collie,1
11.80823637,Bearded Collie,1
13.62069359,Bearded Collie,1
13.65080995,Bearded Collie,1
13.71925622,Bearded Collie,1
14.09707963,Bearded Collie,1
14.14088524,Bearded Collie,1
14.91843486,Bearded Collie,1
15.57837098,Bearded Collie,1
13.59605293,Bearded Collie,1
13.4974903,Bearded Collie,1
10.46680356,Bearded Collie,1
15.69336071,Bearded Collie,1
15.27709332,Bearded Collie,1
12.53924253,Bearded Collie,1
6.784394251,Bearded Collie,1
12.16963267,Bearded Collie,1
13.77127538,Bearded Collie,1
13.2347707,Bearded Collie,1
14.78986995,Bearded Collie,1
16.26557153,Bearded Collie,1
8.766484143,Bearded Collie,1
12.9471823,Bearded Collie,1
13.23739448,Bearded Collie,1
11.75085558,Bearded Collie,1
9.522245038,Bearded Collie,1
14.34086242,Bearded Collie,1
15.69598449,Bearded Collie,1
11.29899612,Bearded Collie,1
15.11829797,Bearded Collie,1
12.26283368,Bearded Collie,1
13.43737166,Bearded Collie,1
15.4002966,Bearded Collie Cross,1
15.28530687,Bearded Collie Cross,1
15.90953685,Bearded Collie Cross,1
15.33458818,Bearded Collie Cross,1
17.36595939,Bearded Collie Cross,1
17.07323751,Bearded Collie Cross,1
16.4516313,Bearded Collie Cross,1
10.03410906,Bearded Collie X,1
11.2223363,Bearded Collie X,1
11.75359343,Bearded Collie X,1
14.091718,Bearded Collie X,1
11.49612138,Bearded Collie X,1
12,Bearded Collie X,1
11.84120465,Bearded Collie X,1
9.954711385,Bearded Collie X,1
10.40383299,Bearded Collie X,1
12.01368925,Bearded Collie X,1
12.2791467,Bearded Collie X,1
12.31485284,Bearded Collie X,1
13.85078713,Bearded Collie X,1
11.72883869,Bearded Collie X,1
17.03764545,Bearded Collie X,1
14.36265115,Bearded Collie X,1
18.44204883,Bearded Collie X,1
12.62137805,Bearded Collie X,1
14.23671002,Bearded Collie X,1
15.77812001,Bearded Collie X,1
14.21492129,Bearded Collie X,1
8.703513575,Bearded Collie X,1
13.91090577,Bearded Collie X,1
7.40862423,Bedlington Cross Whippet (Crossbreed),1
12.71720283,Bedlington Terrier,1
6.699406799,Bedlington Terrier,1
14.57620351,Bedlington Terrier,1
3.509810632,Bedlington Terrier,1
17.65628565,Bedlington Terrier,1
15.12924937,Bedlington Terrier,1
14.00136893,Bedlington Terrier,1
9.952087611,Bedlington Terrier,1
8.777549624,Bedlington Terrier,1
12.1779603,Bedlington Terrier,1
12.98288843,Bedlington Terrier,1
13.72473192,Bedlington Terrier,1
17.31416838,Bedlington Terrier,1
10.36812685,Bedlington Terrier,1
11.11008442,Bedlington Terrier,1
11.9835729,Bedlington Terrier,1
13.2976272,Bedlington Terrier,1
13.93554643,Bedlington Terrier,1
14.56251426,Bedlington Terrier,1
13.39904175,Bedlington Terrier,1
16.53924253,Bedlington Terrier,1
15.74252795,Bedlington Terrier,1
5.864476386,Bedlington Terrier,1
10.38193018,Bedlington Terrier,1
10.12445813,Bedlington Terrier,1
11.95881816,Bedlington Terrier,1
13.62902122,Bedlington Terrier,1
14.9486653,Bedlington Terrier,1
9.957449236,Bedlington Terrier,1
14.00125485,Bedlington Terrier,1
7.022587269,Bedlington Terrier,1
7.942505133,Bedlington Terrier,1
5.993041296,Bedlington Terrier,1
13.27036277,Bedlington Terrier,1
12.9745608,Bedlington Terrier,1
12.85135752,Bedlington Terrier,1
10.43657312,Bedlington Terrier,1
5.790440338,Bedlington Terrier Cross (Crossbreed),1
4.941592517,Bedlington Terrier Cross (Crossbreed),1
6.787132101,Bedlington Terrier Cross (Crossbreed),1
8.947182295,Bedlington Terrier Cross (Crossbreed),1
11.82477755,Bedlington Terrier Cross (Crossbreed),1
12.63518138,Bedlington Terrier Cross (Crossbreed),1
12.35318275,Bedlington Terrier Cross (Crossbreed),1
12.76374629,Bedlington Terrier Cross (Crossbreed),1
13.31679215,Bedlington Terrier Cross (Crossbreed),1
12.06833219,Bedlington Terrier Cross (Crossbreed),1
6.003992699,Bedlington Terrier Cross (Crossbreed),1
14.80070728,Bedlington Terrier Cross (Crossbreed),1
1.59057723,Bedlington Cross Wippet (Crossbreed),1
0.34770705,Bedlington Cross Wippet (Crossbreed),1
14.46942733,Bedouin Shepherd,1
11.83561488,Belgian Malinois,1
5.073237509,Belgian Shepherd Cross (Crossbreed),1
12.38318503,Belgian Shepherd,1
9.404517454,Belgian Shepherd,1
9.114191193,Belgian Shepherd,1
12.50091262,Belgian Shepherd,1
13.41546886,Belgian Shepherd,1
13.97661419,Belgian Shepherd,1
14.14088524,Belgian Shepherd,1
8.238193018,Belgian Shepherd,1
9.010152863,Belgian Shepherd,1
9.253821583,Belgian Shepherd,1
9.724731919,Belgian Shepherd,1
11.72610084,Belgian Shepherd,1
11.37565594,Belgian Shepherd,1
0.673397217,Belgian Shepherd,1
14.36265115,Belgian Shepherd,1
12.89516313,Belgian Shepherd,1
6.250513347,Belgian Shepherd,1
7.009409334,Belgian Shepherd,1
10.11898243,Belgian Shepherd,1
12.65697011,Belgian Shepherd,1
15.02089316,Belgian Shepherd,1
11.3155373,Belgian Shepherd Groenendael,1
13.21275382,Belgian Shepherd Groenendael,1
15.2387634,Belgian Shepherd Groenendael,1
1.114191193,Belgian Shepherd Groenendael,1
0.268309377,Belgian Shepherd Malinois,1
7.405886379,Belgian Shepherd Malinois,1
14.3544376,Belgian Shepherd Tervueren,1
14.70762035,Belgian Shepherd Tervueren,1
13.28131417,Belgian Shepherd Tervueren,1
12.85957107,Belgian Shepherd Tervueren,1
14.09993155,Belgian Shepherd Tervueren,1
12.15320557,Bernese Mountain,1
